state,year,total_budget_crore,health_allocation_crore,health_allocation_pct,education_allocation_crore,education_allocation_pct,agriculture_allocation_crore,agriculture_allocation_pct,infrastructure_allocation_crore,infrastructure_allocation_pct,rural_dev_allocation_crore,rural_dev_allocation_pct,defence_allocation_crore,defence_allocation_pct,social_welfare_allocation_crore,social_welfare_allocation_pct,water_allocation_crore,water_allocation_pct,energy_allocation_crore,energy_allocation_pct,urban_allocation_crore,urban_allocation_pct,admin_allocation_crore,admin_allocation_pct
Himachal Pradesh,2001,12306,1331.51,10.82,1917.27,15.58,1159.23,9.42,1653.93,13.44,1522.25,12.37,508.24,4.13,906.95,7.37,705.13,5.73,682.98,5.55,1036.17,8.42,882.34,7.17
Himachal Pradesh,2002,15129,1376.74,9.1,2951.67,19.51,1744.37,11.53,2134.7,14.11,1057.52,6.99,573.39,3.79,1366.15,9.03,488.67,3.23,1139.21,7.53,1146.78,7.58,1149.8,7.6
Himachal Pradesh,2003,16644,1860.8,11.18,2586.48,15.54,1775.91,10.67,1624.45,9.76,1254.96,7.54,572.55,3.44,1584.51,9.52,923.74,5.55,1468.0,8.82,1333.18,8.01,1659.41,9.97
Himachal Pradesh,2004,16987,1686.81,9.93,3037.28,17.88,1890.65,11.13,2913.27,17.15,2012.96,11.85,385.6,2.27,1002.23,5.9,830.66,4.89,973.36,5.73,757.62,4.46,1496.55,8.81
Himachal Pradesh,2005,17455,1602.37,9.18,3609.69,20.68,1426.07,8.17,3058.12,17.52,1516.84,8.69,480.01,2.75,1822.3,10.44,593.47,3.4,1113.63,6.38,1035.08,5.93,1195.67,6.85
Himachal Pradesh,2006,20967,2048.48,9.77,4256.3,20.3,2264.44,10.8,3377.78,16.11,1824.13,8.7,899.48,4.29,1501.24,7.16,714.97,3.41,1272.7,6.07,878.52,4.19,1933.16,9.22
Himachal Pradesh,2007,20359,1982.97,9.74,3084.39,15.15,1781.41,8.75,2640.56,12.97,1811.95,8.9,565.98,2.78,1384.41,6.8,1158.43,5.69,1665.37,8.18,1901.53,9.34,2382.0,11.7
Himachal Pradesh,2008,24681,1298.22,5.26,4432.71,17.96,2248.44,9.11,4222.92,17.11,2236.1,9.06,792.26,3.21,2436.01,9.87,1122.99,4.55,1463.58,5.93,1846.14,7.48,2584.1,10.47
Himachal Pradesh,2009,23747,2106.36,8.87,3687.91,15.53,3236.72,13.63,4148.6,17.47,1954.38,8.23,971.25,4.09,1771.53,7.46,605.55,2.55,2158.6,9.09,1073.36,4.52,2035.12,8.57
Himachal Pradesh,2010,28526,2045.31,7.17,6732.14,23.6,3209.18,11.25,2949.59,10.34,1951.18,6.84,1101.1,3.86,2878.27,10.09,1680.18,5.89,2085.25,7.31,1252.29,4.39,2647.21,9.28
Himachal Pradesh,2011,29395,3259.91,11.09,5726.15,19.48,3209.93,10.92,5226.43,17.78,2939.5,10.0,490.9,1.67,2122.32,7.22,1011.19,3.44,1463.87,4.98,1084.68,3.69,2860.13,9.73
Himachal Pradesh,2012,30830,3126.16,10.14,5130.11,16.64,2756.2,8.94,4495.01,14.58,3298.81,10.7,931.07,3.02,1652.49,5.36,1627.82,5.28,2484.9,8.06,2256.76,7.32,3070.67,9.96
Himachal Pradesh,2013,34616,3381.98,9.77,7127.43,20.59,2378.12,6.87,6656.66,19.23,2388.5,6.9,1450.41,4.19,2378.12,6.87,976.17,2.82,3049.67,8.81,2049.27,5.92,2779.66,8.03
Himachal Pradesh,2014,36673,3186.88,8.69,6623.14,18.06,2589.11,7.06,4844.5,13.21,3913.01,10.67,1147.86,3.13,3828.66,10.44,1056.18,2.88,2919.17,7.96,2897.17,7.9,3659.97,9.98
Himachal Pradesh,2015,40376,3294.68,8.16,8923.1,22.1,4255.63,10.54,5967.57,14.78,2697.12,6.68,488.55,1.21,3347.17,8.29,1732.13,4.29,3738.82,9.26,2022.84,5.01,3904.36,9.67
Himachal Pradesh,2016,44851,3771.97,8.41,7992.45,17.82,5301.39,11.82,6741.11,15.03,3229.27,7.2,923.93,2.06,4552.38,10.15,1435.23,3.2,2637.24,5.88,3453.53,7.7,4808.03,10.72
Himachal Pradesh,2017,47991,5782.92,12.05,11287.48,23.52,4875.89,10.16,7347.42,15.31,3820.08,7.96,710.27,1.48,2658.7,5.54,2476.34,5.16,3522.54,7.34,2557.92,5.33,2951.45,6.15
Himachal Pradesh,2018,49893,3542.4,7.1,10098.34,20.24,7084.81,14.2,6605.83,13.24,4545.25,9.11,1786.17,3.58,3467.56,6.95,2349.96,4.71,3926.58,7.87,2794.01,5.6,3692.08,7.4
Himachal Pradesh,2019,51792,3516.68,6.79,8877.15,17.14,4412.68,8.52,9379.53,18.11,4837.37,9.34,2372.07,4.58,3148.95,6.08,2827.84,5.46,5060.08,9.77,3268.08,6.31,4091.57,7.9
Himachal Pradesh,2020,54240,5407.73,9.97,8548.22,15.76,6248.45,11.52,9947.62,18.34,6270.14,11.56,960.05,1.77,4518.19,8.33,1882.13,3.47,5098.56,9.4,2234.69,4.12,3124.22,5.76
Himachal Pradesh,2021,54918,5206.23,9.48,7666.55,13.96,6019.01,10.96,7457.86,13.58,5277.62,9.61,2471.31,4.5,4486.8,8.17,2410.9,4.39,5305.08,9.66,3245.65,5.91,5376.47,9.79
Himachal Pradesh,2022,63924,4864.62,7.61,13174.74,20.61,7613.35,11.91,7760.37,12.14,5503.86,8.61,1898.54,2.97,4493.86,7.03,2640.06,4.13,4998.86,7.82,4800.69,7.51,6175.06,9.66
Himachal Pradesh,2023,72597,5604.49,7.72,13953.14,19.22,7303.26,10.06,8486.59,11.69,8762.46,12.07,2678.83,3.69,7956.63,10.96,3789.56,5.22,5335.88,7.35,3992.84,5.5,4726.06,6.51
Himachal Pradesh,2024,76868,6041.82,7.86,15112.25,19.66,5557.56,7.23,10115.83,13.16,10000.53,13.01,2183.05,2.84,6656.77,8.66,3520.55,4.58,4396.85,5.72,7256.34,9.44,6026.45,7.84
Jharkhand,1995,15600,1223.04,7.84,3077.88,19.73,2004.6,12.85,1870.44,11.99,1427.4,9.15,280.8,1.8,1344.72,8.62,574.08,3.68,1223.04,7.84,1173.12,7.52,1402.44,8.99
Jharkhand,1996,15876,1722.55,10.85,2843.39,17.91,1498.69,9.44,2995.8,18.87,1489.17,9.38,490.57,3.09,1408.2,8.87,703.31,4.43,914.46,5.76,733.47,4.62,1074.81,6.77
Jharkhand,1997,18021,1250.66,6.94,2811.28,15.6,1827.33,10.14,3328.48,18.47,1355.18,7.52,409.08,2.27,1953.48,10.84,1007.37,5.59,1436.27,7.97,1191.19,6.61,1450.69,8.05
Jharkhand,1998,17573,2175.54,12.38,2700.97,15.37,1384.75,7.88,3291.42,18.73,1518.31,8.64,755.64,4.3,1098.31,6.25,971.79,5.53,1103.58,6.28,1054.38,6.0,1518.31,8.64
Jharkhand,1999,22244,2028.65,9.12,4146.28,18.64,1445.86,6.5,3879.35,17.44,2342.29,10.53,520.51,2.34,1247.89,5.61,945.37,4.25,2246.64,10.1,1824.01,8.2,1614.91,7.26
Jharkhand,2000,23583,2084.74,8.84,4777.92,20.26,3089.37,13.1,2721.48,11.54,2388.96,10.13,514.11,2.18,2193.22,9.3,872.57,3.7,1672.03,7.09,1542.33,6.54,1726.28,7.32
Jharkhand,2001,23327,1513.92,6.49,3725.32,15.97,3445.4,14.77,3760.31,16.12,2218.4,9.51,452.54,1.94,1399.62,6.0,1073.04,4.6,2020.12,8.66,986.73,4.23,2731.59,11.71
Jharkhand,2002,25707,1624.68,6.32,4676.1,18.19,1946.02,7.57,4221.09,16.42,3007.72,11.7,1213.37,4.72,2588.69,10.07,1300.77,5.06,2005.15,7.8,1473.01,5.73,1647.82,6.41
Jharkhand,2003,28042,1895.64,6.76,5745.81,20.49,3597.79,12.83,3774.45,13.46,2714.47,9.68,1099.25,3.92,2666.79,9.51,1396.49,4.98,1500.25,5.35,1208.61,4.31,2442.46,8.71
Jharkhand,2004,28486,3110.67,10.92,4520.73,15.87,3959.55,13.9,4005.13,14.06,2113.66,7.42,1113.8,3.91,2825.81,9.92,1324.6,4.65,1589.52,5.58,1076.77,3.78,2842.9,9.98
Jharkhand,2005,33679,2653.91,7.88,5853.41,17.38,2653.91,7.88,5769.21,17.13,2738.1,8.13,1555.97,4.62,2674.11,7.94,1353.9,4.02,2226.18,6.61,2498.98,7.42,3697.95,10.98
Jharkhand,2006,34275,3530.32,10.3,6004.98,17.52,3163.58,9.23,5182.38,15.12,2611.76,7.62,798.61,2.33,2382.11,6.95,1717.18,5.01,2892.81,8.44,2673.45,7.8,3321.25,9.69
Jharkhand,2007,39661,3442.57,8.68,8162.23,20.58,3089.59,7.79,4902.1,12.36,3529.83,8.9,1019.29,2.57,3402.91,8.58,2062.37,5.2,3442.57,8.68,1836.3,4.63,4771.22,12.03
Jharkhand,2008,36715,2551.69,6.95,5896.43,16.06,5731.21,15.61,5731.21,15.61,2654.49,7.23,833.43,2.27,2195.56,5.98,1053.72,2.87,2764.64,7.53,3465.9,9.44,3833.05,10.44
Jharkhand,2009,44058,4256.0,9.66,7974.5,18.1,5987.48,13.59,7498.67,17.02,4225.16,9.59,1193.97,2.71,2581.8,5.86,2044.29,4.64,3718.5,8.44,2132.41,4.84,2445.22,5.55
Jharkhand,2010,48534,5120.34,10.55,8804.07,18.14,4324.38,8.91,5794.96,11.94,4334.09,8.93,698.89,1.44,3348.85,6.9,3489.59,7.19,4974.73,10.25,3081.91,6.35,4562.2,9.4
Jharkhand,2011,52417,4885.26,9.32,11033.78,21.05,3622.01,6.91,5760.63,10.99,4240.54,8.09,2306.35,4.4,5671.52,10.82,2007.57,3.83,5189.28,9.9,2715.2,5.18,4990.1,9.52
Jharkhand,2012,52170,5968.25,11.44,9708.84,18.61,4293.59,8.23,7074.25,13.56,3474.52,6.66,766.9,1.47,3438.0,6.59,3041.51,5.83,4533.57,8.69,4293.59,8.23,5576.97,10.69
Jharkhand,2013,63537,5572.19,8.77,11798.82,18.57,8431.36,13.27,8971.42,14.12,6347.35,9.99,2344.52,3.69,6315.58,9.94,2427.11,3.82,4187.09,6.59,3837.63,6.04,3297.57,5.19
Jharkhand,2014,59557,3787.83,6.36,11470.68,19.26,8564.3,14.38,9612.5,16.14,4407.22,7.4,1393.63,2.34,6289.22,10.56,2543.08,4.27,2894.47,4.86,4532.29,7.61,4061.79,6.82
Jharkhand,2015,64321,5975.42,9.29,12542.59,19.5,3949.31,6.14,11031.05,17.15,5267.89,8.19,1472.95,2.29,6046.17,9.4,2006.82,3.12,5557.33,8.64,4090.82,6.36,6387.08,9.93
Jharkhand,2016,75508,5715.96,7.57,15992.59,21.18,10495.61,13.9,9113.82,12.07,5678.2,7.52,1653.63,2.19,6697.56,8.87,2333.2,3.09,4183.14,5.54,6312.47,8.36,7324.28,9.7
Jharkhand,2017,83995,8063.52,9.6,16992.19,20.23,8676.68,10.33,8231.51,9.8,7315.96,8.71,2822.23,3.36,6375.22,7.59,4896.91,5.83,7492.35,8.92,6400.42,7.62,6702.8,7.98
Jharkhand,2018,96879,11887.05,12.27,16362.86,16.89,8002.21,8.26,15413.45,15.91,6442.45,6.65,4156.11,4.29,7808.45,8.06,4427.37,4.57,7343.43,7.58,5580.23,5.76,9455.39,9.76
Jharkhand,2019,88459,10783.15,12.19,17957.18,20.3,8792.82,9.94,14454.2,16.34,5413.69,6.12,1742.64,1.97,7395.17,8.36,3184.52,3.6,6899.8,7.8,4325.65,4.89,7510.17,8.49
Jharkhand,2020,97591,9690.79,9.93,20572.18,21.08,9632.23,9.87,15272.99,15.65,7709.69,7.9,3952.44,4.05,7465.71,7.65,5806.66,5.95,6519.08,6.68,4733.16,4.85,6255.58,6.41
Jharkhand,2021,113164,10388.46,9.18,19520.79,17.25,11112.7,9.82,15956.12,14.1,11554.04,10.21,3451.5,3.05,7627.25,6.74,7876.21,6.96,7423.56,6.56,10037.65,8.87,8227.02,7.27
Jharkhand,2022,119821,14055.0,11.73,24707.09,20.62,11730.48,9.79,18728.02,15.63,12149.85,10.14,2588.13,2.16,9274.15,7.74,5032.48,4.2,7608.63,6.35,7836.29,6.54,6110.87,5.1
Jharkhand,2023,137171,13333.02,9.72,28174.92,20.54,13964.01,10.18,18312.33,13.35,11659.53,8.5,4595.23,3.35,14841.9,10.82,4746.12,3.46,6995.72,5.1,5966.94,4.35,14567.56,10.62
Jharkhand,2024,152337,11851.82,7.78,29553.38,19.4,17549.22,11.52,17290.25,11.35,16376.23,10.75,3808.43,2.5,13557.99,8.9,6367.69,4.18,12781.07,8.39,12065.09,7.92,11120.6,7.3
Karnataka,1995,44640,4316.69,9.67,6731.71,15.08,3722.98,8.34,8722.66,19.54,4035.46,9.04,1740.96,3.9,4138.13,9.27,2745.36,6.15,2589.12,5.8,2200.75,4.93,3705.12,8.3
Karnataka,1996,48211,3485.66,7.23,7713.76,16.0,6016.73,12.48,6436.17,13.35,4570.4,9.48,2270.74,4.71,3683.32,7.64,2381.62,4.94,4975.38,10.32,2950.51,6.12,3726.71,7.73
Karnataka,1997,48814,4739.84,9.71,9430.86,19.32,7092.67,14.53,8332.55,17.07,3304.71,6.77,917.7,1.88,2767.75,5.67,1342.38,2.75,4598.28,9.42,3177.79,6.51,3104.57,6.36
Karnataka,1998,57405,6417.88,11.18,8708.34,15.17,5505.14,9.59,7439.69,12.96,6658.98,11.6,2944.88,5.13,4466.11,7.78,2204.35,3.84,4138.9,7.21,4437.41,7.73,4483.33,7.81
Karnataka,1999,67691,3526.7,5.21,12597.3,18.61,8955.52,13.23,8610.3,12.72,5997.42,8.86,3181.48,4.7,5442.36,8.04,2287.96,3.38,4697.76,6.94,5591.28,8.26,6802.95,10.05
Karnataka,2000,64224,5600.33,8.72,11830.06,18.42,7308.69,11.38,9672.13,15.06,5889.34,9.17,2260.68,3.52,4290.16,6.68,2350.6,3.66,4765.42,7.42,4810.38,7.49,5459.04,8.5
Karnataka,2001,71576,5060.42,7.07,11509.42,16.08,4516.45,6.31,13127.04,18.34,8352.92,11.67,1832.35,2.56,5740.4,8.02,1825.19,2.55,6950.03,9.71,6141.22,8.58,6520.57,9.11
Karnataka,2002,71724,6634.47,9.25,12946.18,18.05,6756.4,9.42,8226.74,11.47,7007.43,9.77,2288.0,3.19,6935.71,9.67,3241.92,4.52,4740.96,6.61,6067.85,8.46,6878.33,9.59
Karnataka,2003,84347,5760.9,6.83,13908.82,16.49,6739.33,7.99,14254.64,16.9,9640.86,11.43,3449.79,4.09,7490.01,8.88,2876.23,3.41,7034.54,8.34,6300.72,7.47,6882.72,8.16
Karnataka,2004,99460,7429.66,7.47,17703.88,17.8,13108.83,13.18,17932.64,18.03,8812.16,8.86,3978.4,4.0,6842.85,6.88,2854.5,2.87,5818.41,5.85,7121.34,7.16,7847.39,7.89
Karnataka,2005,92359,6742.21,7.3,18702.7,20.25,11637.23,12.6,11369.39,12.31,6631.38,7.18,2863.13,3.1,6585.2,7.13,3380.34,3.66,8303.07,8.99,8062.94,8.73,8090.65,8.76
Karnataka,2006,114926,8378.11,7.29,23364.46,20.33,15744.86,13.7,11412.15,9.93,11998.27,10.44,1631.95,1.42,8573.48,7.46,3482.26,3.03,9952.59,8.66,8470.05,7.37,11894.84,10.35
Karnataka,2007,107727,10901.97,10.12,16266.78,15.1,13433.56,12.47,14909.42,13.84,11225.15,10.42,1422.0,1.32,8144.16,7.56,5569.49,5.17,7853.3,7.29,8952.11,8.31,9049.07,8.4
Karnataka,2008,131521,10350.7,7.87,22056.07,16.77,15677.3,11.92,13901.77,10.57,16150.78,12.28,4274.43,3.25,8785.6,6.68,6536.59,4.97,7983.32,6.07,10916.24,8.3,14888.18,11.32
Karnataka,2009,128385,9295.07,7.24,27859.54,21.7,12851.34,10.01,16510.31,12.86,11285.04,8.79,2400.8,1.87,14058.16,10.95,3594.78,2.8,7369.3,5.74,10835.69,8.44,12312.12,9.59
Karnataka,2010,150456,13164.9,8.75,22854.27,15.19,12156.84,8.08,17392.71,11.56,16113.84,10.71,7552.89,5.02,17889.22,11.89,7733.44,5.14,8440.58,5.61,11118.7,7.39,16053.66,10.67
Karnataka,2011,168865,11229.52,6.65,26190.96,15.51,24552.97,14.54,29602.03,17.53,18169.87,10.76,7075.44,4.19,12799.97,7.58,5336.13,3.16,13982.02,8.28,9169.37,5.43,10739.81,6.36
Karnataka,2012,185815,16872.0,9.08,33242.3,17.89,16351.72,8.8,31458.48,16.93,13787.47,7.42,3604.81,1.94,13304.35,7.16,9736.71,5.24,11817.83,6.36,14660.8,7.89,20997.1,11.3
Karnataka,2013,187673,14188.08,7.56,32880.31,17.52,19142.65,10.2,27381.49,14.59,18523.33,9.87,2702.49,1.44,19480.46,10.38,8501.59,4.53,12836.83,6.84,8313.91,4.43,23684.33,12.62
Karnataka,2014,212721,15783.9,7.42,42948.37,20.19,24696.91,11.61,31631.61,14.87,17826.02,8.38,6594.35,3.1,16677.33,7.84,9381.0,4.41,16570.97,7.79,11018.95,5.18,19591.6,9.21
Karnataka,2015,199396,19221.77,9.64,29071.94,14.58,27357.13,13.72,22790.96,11.43,23628.43,11.85,4067.68,2.04,16210.89,8.13,5802.42,2.91,15832.04,7.94,16011.5,8.03,19401.23,9.73
Karnataka,2016,236414,25627.28,10.84,39221.08,16.59,22624.82,9.57,38464.56,16.27,16005.23,6.77,11347.87,4.8,15083.21,6.38,10378.57,4.39,22624.82,9.57,9929.39,4.2,25083.53,10.61
Karnataka,2017,230047,22038.5,9.58,51967.62,22.59,22084.51,9.6,30573.25,13.29,23855.87,10.37,9684.98,4.21,14884.04,6.47,5912.21,2.57,11962.44,5.2,11778.41,5.12,25305.17,11.0
Karnataka,2018,297595,21962.51,7.38,66036.33,22.19,33985.35,11.42,37080.34,12.46,29729.74,9.99,6814.93,2.29,27765.61,9.33,9909.91,3.33,27259.7,9.16,18153.29,6.1,18867.52,6.34
Karnataka,2019,303711,26179.89,8.62,55700.6,18.34,36171.98,11.91,56399.13,18.57,21836.82,7.19,5770.51,1.9,22504.99,7.41,11267.68,3.71,17341.9,5.71,26179.89,8.62,24357.62,8.02
Karnataka,2020,308900,24804.67,8.03,69687.84,22.56,26410.95,8.55,39848.1,12.9,32063.82,10.38,8309.41,2.69,27739.22,8.98,13931.39,4.51,22704.15,7.35,14024.06,4.54,29345.5,9.5
Karnataka,2021,374884,28678.63,7.65,82886.85,22.11,35501.51,9.47,48809.9,13.02,37675.84,10.05,17244.66,4.6,30478.07,8.13,15482.71,4.13,34789.24,9.28,18369.32,4.9,24967.27,6.66
Karnataka,2022,349158,42143.37,12.07,50418.42,14.44,47066.5,13.48,59182.28,16.95,27932.64,8.0,11661.88,3.34,29678.43,8.5,20914.56,5.99,20216.25,5.79,13791.74,3.95,26117.02,7.48
Karnataka,2023,373079,32569.8,8.73,72228.09,19.36,29809.01,7.99,65176.9,17.47,24548.6,6.58,9886.59,2.65,38650.98,10.36,18877.8,5.06,31002.86,8.31,27757.08,7.44,22571.28,6.05
Karnataka,2024,463581,49093.23,10.59,88590.33,19.11,62583.43,13.5,70371.6,15.18,35834.81,7.73,17616.08,3.8,37967.28,8.19,12377.61,2.67,23271.77,5.02,33516.91,7.23,32357.95,6.98
Kerala,1995,27030,2097.53,7.76,5843.89,21.62,3827.45,14.16,3384.16,12.52,2848.96,10.54,970.38,3.59,1400.15,5.18,1494.76,5.53,1908.32,7.06,1456.92,5.39,1797.49,6.65
Kerala,1996,27815,1880.29,6.76,5510.15,19.81,2564.54,9.22,3290.51,11.83,3393.43,12.2,853.92,3.07,2439.38,8.77,1485.32,5.34,2358.71,8.48,1524.26,5.48,2514.48,9.04
Kerala,1997,29148,2046.19,7.02,4625.79,15.87,3867.94,13.27,3605.61,12.37,3008.07,10.32,542.15,1.86,2798.21,9.6,1856.73,6.37,1944.17,6.67,1521.53,5.22,3328.7,11.42
Kerala,1998,32123,2977.8,9.27,4709.23,14.66,3739.12,11.64,5579.77,17.37,2502.38,7.79,485.06,1.51,3167.33,9.86,1191.76,3.71,3093.44,9.63,1349.17,4.2,3321.52,10.34
Kerala,1999,33999,2764.12,8.13,5943.03,17.48,4263.47,12.54,3811.29,11.21,3036.11,8.93,1842.75,5.42,3294.5,9.69,2311.93,6.8,2685.92,7.9,1665.95,4.9,2373.13,6.98
Kerala,2000,39716,2525.94,6.36,6370.45,16.04,4956.56,12.48,7132.99,17.96,2676.86,6.74,560.0,1.41,4205.92,10.59,2299.56,5.79,3598.27,9.06,3022.39,7.61,2367.07,5.96
Kerala,2001,42084,2937.46,6.98,8395.76,19.95,3118.42,7.41,5841.26,13.88,4646.07,11.04,972.14,2.31,3997.98,9.5,1679.15,3.99,3581.35,8.51,3577.14,8.5,3341.47,7.94
Kerala,2002,45451,2817.96,6.2,9526.53,20.96,6117.7,13.46,5299.59,11.66,3713.35,8.17,1172.64,2.58,5045.06,11.1,2445.26,5.38,2672.52,5.88,3567.9,7.85,3067.94,6.75
Kerala,2003,46255,3177.72,6.87,9500.78,20.54,5305.45,11.47,8224.14,17.78,2812.3,6.08,1984.34,4.29,4001.06,8.65,1484.79,3.21,3043.58,6.58,3811.41,8.24,2900.19,6.27
Kerala,2004,48936,5588.49,11.42,9361.46,19.13,4012.75,8.2,7648.7,15.63,4639.13,9.48,2407.65,4.92,2618.08,5.35,1742.12,3.56,3895.31,7.96,2755.1,5.63,4267.22,8.72
Kerala,2005,51199,3711.93,7.25,7930.73,15.49,5585.81,10.91,5887.89,11.5,5887.89,11.5,1489.89,2.91,4797.35,9.37,2309.07,4.51,4469.67,8.73,3906.48,7.63,5222.3,10.2
Kerala,2006,54106,4983.16,9.21,8711.07,16.1,4128.29,7.63,10339.66,19.11,5637.85,10.42,860.29,1.59,4025.49,7.44,3322.11,6.14,4393.41,8.12,3744.14,6.92,3955.15,7.31
Kerala,2007,61003,3928.59,6.44,13463.36,22.07,8339.11,13.67,7796.18,12.78,5654.98,9.27,1189.56,1.95,3440.57,5.64,2653.63,4.35,5276.76,8.65,4727.73,7.75,4532.52,7.43
Kerala,2008,72124,6094.48,8.45,9830.5,13.63,10032.45,13.91,13249.18,18.37,4803.46,6.66,3187.88,4.42,7197.98,9.98,2473.85,3.43,5221.78,7.24,5690.58,7.89,4356.29,6.04
Kerala,2009,71902,7139.87,9.93,12963.93,18.03,8132.12,11.31,11806.31,16.42,5550.83,7.72,1747.22,2.43,4882.15,6.79,3767.66,5.24,5953.49,8.28,5284.8,7.35,4673.63,6.5
Kerala,2010,85744,5890.61,6.87,13650.44,15.92,11541.14,13.46,14396.42,16.79,7065.31,8.24,3018.19,3.52,5744.85,6.7,3018.19,3.52,7536.9,8.79,4956.0,5.78,8917.38,10.4
Kerala,2011,87362,8220.76,9.41,17585.97,20.13,11217.28,12.84,12352.99,14.14,10413.55,11.92,2778.11,3.18,5276.66,6.04,2900.42,3.32,4638.92,5.31,6814.24,7.8,5171.83,5.92
Kerala,2012,89633,6937.59,7.74,16842.04,18.79,11957.04,13.34,14099.27,15.73,5342.13,5.96,3791.48,4.23,8954.34,9.99,4616.1,5.15,5978.52,6.67,4311.35,4.81,6803.14,7.59
Kerala,2013,96804,8247.7,8.52,13387.99,13.83,12100.5,12.5,13155.66,13.59,7821.76,8.08,3368.78,3.48,9186.7,9.49,4501.39,4.65,7269.98,7.51,7744.32,8.0,9999.85,10.33
Kerala,2014,110050,9508.32,8.64,23176.53,21.06,6988.18,6.35,21063.57,19.14,10014.55,9.1,2883.31,2.62,10124.6,9.2,4842.2,4.4,7989.63,7.26,7285.31,6.62,6173.81,5.61
Kerala,2015,114100,10200.54,8.94,19602.38,17.18,15734.39,13.79,17046.54,14.94,10371.69,9.09,4141.83,3.63,6229.86,5.46,5180.14,4.54,6663.44,5.84,9219.28,8.08,9709.91,8.51
Kerala,2016,133497,9117.85,6.83,28021.02,20.99,18742.98,14.04,22000.31,16.48,9211.29,6.9,3631.12,2.72,10132.42,7.59,4125.06,3.09,10319.32,7.73,9491.64,7.11,8717.35,6.53
Kerala,2017,137245,10444.34,7.61,27366.65,19.94,18679.04,13.61,23647.31,17.23,14136.24,10.3,2250.82,1.64,7521.03,5.48,5517.25,4.02,8975.82,6.54,8399.39,6.12,10307.1,7.51
Kerala,2018,158706,14426.38,9.09,35089.9,22.11,14315.28,9.02,20663.52,13.02,16537.17,10.42,6998.93,4.41,12775.83,8.05,7443.31,4.69,8601.87,5.42,12125.14,7.64,9728.68,6.13
Kerala,2019,168168,15992.78,9.51,29967.54,17.82,22736.31,13.52,25342.92,15.07,17808.99,10.59,2959.76,1.76,10207.8,6.07,5717.71,3.4,14227.01,8.46,8778.37,5.22,14395.18,8.56
Kerala,2020,186861,19489.6,10.43,27636.74,14.79,27356.45,14.64,24217.19,12.96,19433.54,10.4,5942.18,3.18,14799.39,7.92,5475.03,2.93,15658.95,8.38,9735.46,5.21,17097.78,9.15
Kerala,2021,192379,18853.14,9.8,41727.01,21.69,12446.92,6.47,21431.02,11.14,19276.38,10.02,2577.88,1.34,19276.38,10.02,9330.38,4.85,17140.97,8.91,9772.85,5.08,20565.32,10.69
Kerala,2022,185363,16293.41,8.79,28026.89,15.12,21279.67,11.48,28267.86,15.25,18554.84,10.01,6098.44,3.29,17424.12,9.4,5542.35,2.99,12771.51,6.89,11677.87,6.3,19407.51,10.47
Kerala,2023,202392,19186.76,9.48,39911.7,19.72,21271.4,10.51,23760.82,11.74,19854.66,9.81,7367.07,3.64,15179.4,7.5,6678.94,3.3,18862.93,9.32,11394.67,5.63,18903.41,9.34
Kerala,2024,237591,24186.76,10.18,44263.2,18.63,15633.49,6.58,37468.1,15.77,22048.44,9.28,10715.35,4.51,17391.66,7.32,11024.22,4.64,20955.53,8.82,18817.21,7.92,15087.03,6.35
Madhya Pradesh,1995,42840,3020.22,7.05,7685.5,17.94,6477.41,15.12,5860.51,13.68,3058.78,7.14,1456.56,3.4,3572.86,8.34,2112.01,4.93,3230.14,7.54,2013.48,4.7,4356.83,10.17
Madhya Pradesh,1996,47174,5476.9,11.61,6156.21,13.05,3165.38,6.71,7958.25,16.87,3420.11,7.25,2165.29,4.59,4896.66,10.38,3061.59,6.49,3462.57,7.34,2655.9,5.63,4755.14,10.08
Madhya Pradesh,1997,50458,2855.92,5.66,8037.96,15.93,4783.42,9.48,9829.22,19.48,4485.72,8.89,1730.71,3.43,3854.99,7.64,1387.6,2.75,4627.0,9.17,2997.21,5.94,5873.31,11.64
Madhya Pradesh,1998,53966,2946.54,5.46,7922.21,14.68,5013.44,9.29,7333.98,13.59,5731.19,10.62,2568.78,4.76,5477.55,10.15,2703.7,5.01,4063.64,7.53,3777.62,7.0,6421.95,11.9
Madhya Pradesh,1999,57712,4034.07,6.99,11300.01,19.58,5419.16,9.39,9562.88,16.57,6296.38,10.91,1304.29,2.26,5228.71,9.06,2025.69,3.51,4212.98,7.3,2625.9,4.55,5701.95,9.88
Madhya Pradesh,2000,65414,6829.22,10.44,10276.54,15.71,9262.62,14.16,8045.92,12.3,4055.67,6.2,3107.16,4.75,5605.98,8.57,3558.52,5.44,4932.22,7.54,3584.69,5.48,6155.46,9.41
Madhya Pradesh,2001,71314,7609.2,10.67,15047.25,21.1,6796.22,9.53,7787.49,10.92,6674.99,9.36,2353.36,3.3,4899.27,6.87,3173.47,4.45,7359.6,10.32,3644.15,5.11,5976.11,8.38
Madhya Pradesh,2002,66222,6410.29,9.68,12840.45,19.39,8827.39,13.33,8953.21,13.52,3966.7,5.99,1900.57,2.87,5039.49,7.61,1993.28,3.01,5959.98,9.0,4595.81,6.94,5741.45,8.67
Madhya Pradesh,2003,82403,4894.74,5.94,16595.96,20.14,10275.65,12.47,14807.82,17.97,8009.57,9.72,1334.93,1.62,7284.43,8.84,3230.2,3.92,6542.8,7.94,4861.78,5.9,4565.13,5.54
